Product_ID,Category,Price,Cost_Price,Competitor_Price,Discount,Marketing_Spend,Season,Holiday,Demand,Revenue,Profit
P102520,Home & Kitchen,1068.76,531.95,1083.75,33.7,7064.69,Spring,0,303,323834.28,162653.43
P102521,Electronics,4553.99,3237.37,5223.23,34.7,34792.92,Monsoon,0,139,633004.61,183010.18
P102522,Fashion,2496.51,1182.41,2252.59,34.7,44546.96,Winter,0,93,232175.43,122211.3
P102523,Home & Kitchen,556.57,287.1,610.57,15.4,48556.51,Winter,0,565,314462.05,152250.55
P102524,Electronics,3326.95,2272.81,3770.83,1.2,15255.92,Spring,1,222,738582.9,234019.08
P102525,Fashion,2497.95,1085.27,2238.39,6.6,39329.44,Summer,0,78,194840.1,110189.04
P102526,Home & Kitchen,2788.81,1599.37,2738.75,3.0,16722.89,Winter,1,172,479675.32,204583.68
P102527,Groceries,504.39,387.3,465.56,9.7,31269.01,Monsoon,1,685,345507.15,80206.65
P102528,Electronics,2554.45,1515.09,2374.42,2.2,25891.68,Spring,0,206,526216.7,214108.16
P102529,Beauty,1070.44,377.78,1068.49,11.1,35520.9,Summer,0,170,181974.8,117752.2
P102530,Groceries,214.82,145.72,208.55,23.6,45678.8,Monsoon,0,955,205153.1,65990.5
P102531,Sports,338.17,154.77,315.02,5.6,6082.4,Summer,1,312,105509.04,57220.8
P102532,Groceries,678.71,489.64,726.64,12.6,11530.47,Winter,0,412,279628.52,77896.84
P102533,Fashion,1666.3,819.28,1648.81,9.0,29494.69,Spring,0,138,229949.4,116888.76
P102534,Sports,2655.51,1283.94,2261.84,3.8,18182.15,Spring,0,68,180574.68,93266.76
P102535,Groceries,517.84,365.48,587.88,27.0,28113.96,Spring,1,964,499197.76,146875.04
P102536,Fashion,2417.26,1095.54,2485.74,35.7,39247.96,Winter,0,119,287653.94,157284.68
P102537,Home & Kitchen,3172.95,1903.65,3608.71,28.6,35124.64,Monsoon,0,165,523536.75,209434.5
P102538,Beauty,647.98,232.24,677.18,27.4,38446.07,Monsoon,0,341,220961.18,141767.34
P102539,Home & Kitchen,1305.05,654.63,1275.14,39.3,8478.75,Winter,1,420,548121.0,273176.4
P102540,Fashion,1225.0,589.91,1399.4,29.3,2002.99,Spring,1,307,376075.0,194972.63
P102541,Groceries,176.34,124.32,167.01,1.9,43650.51,Winter,0,663,116913.42,34489.26
P102542,Groceries,416.32,283.0,365.66,8.7,22850.33,Summer,0,451,187760.32,60127.32
P102543,Home & Kitchen,2517.25,1315.73,2440.4,25.5,31965.91,Spring,0,197,495898.25,236699.44
P102544,Sports,533.48,243.25,532.84,25.6,4110.65,Monsoon,0,277,147773.96,80393.71
P102545,Home & Kitchen,2336.18,1309.86,2495.45,33.3,35532.26,Monsoon,0,222,518631.96,227843.04
P102546,Sports,1249.99,591.46,1419.56,6.4,5532.06,Summer,0,175,218748.25,115242.75
P102547,Beauty,1488.68,511.93,1543.88,39.2,39473.39,Spring,1,128,190551.04,125024.0
P102548,Home & Kitchen,1473.61,882.26,1501.24,20.7,3505.54,Winter,0,228,335983.08,134827.8
P102549,Electronics,2457.63,1737.55,2736.61,36.8,4618.43,Monsoon,0,302,742204.26,217464.16
P102550,Beauty,848.49,267.64,916.71,21.2,17493.37,Winter,0,209,177334.41,121397.65
P102551,Fashion,1453.55,604.88,1529.1,7.5,10995.04,Winter,0,173,251464.15,146819.91
P102552,Fashion,1876.81,852.23,1725.93,14.0,49230.19,Monsoon,0,147,275891.07,150613.26
P102553,Fashion,548.42,270.38,603.58,8.8,22840.37,Summer,0,477,261596.34,132625.08
P102554,Groceries,756.29,510.97,785.61,10.6,23707.68,Winter,0,375,283608.75,91995.0
P102555,Electronics,4822.51,3105.55,5171.84,35.6,2800.67,Spring,0,102,491896.02,175129.92
P102556,Sports,953.98,491.39,1072.89,15.1,24823.86,Summer,1,348,331985.04,160981.32
P102557,Groceries,375.67,255.26,366.41,7.3,3665.61,Spring,1,576,216385.92,69356.16
P102558,Electronics,3147.19,1949.72,3132.16,14.6,31591.61,Winter,0,219,689234.61,262245.93
P102559,Beauty,707.88,255.62,747.03,24.7,49087.14,Winter,0,358,253421.04,161909.08
P102560,Beauty,1449.75,529.9,1600.89,8.0,16814.17,Summer,0,70,101482.5,64389.5
P102561,Home & Kitchen,1319.57,715.02,1242.91,2.0,40498.07,Monsoon,1,341,449973.37,206151.55
P102562,Sports,598.76,271.07,622.38,34.9,48292.34,Summer,1,514,307762.64,168432.66
P102563,Home & Kitchen,3110.76,1738.52,2645.09,9.6,48414.32,Winter,0,116,360848.16,159179.84
P102564,Home & Kitchen,1692.27,903.79,1501.14,37.5,37423.19,Monsoon,0,283,478912.41,223139.84
P102565,Home & Kitchen,3491.28,1776.55,3240.08,1.9,43564.11,Spring,0,103,359601.84,176617.19
P102566,Sports,1561.91,742.18,1330.99,26.0,17897.08,Winter,0,151,235848.41,123779.23
P102567,Beauty,534.95,189.53,612.4,26.6,29400.84,Summer,0,453,242332.35,156475.26
P102568,Home & Kitchen,2995.63,1490.09,2642.72,6.2,33312.86,Summer,0,135,404410.05,203247.9
P102569,Groceries,670.84,485.9,685.49,26.6,11260.0,Monsoon,0,375,251565.0,69352.5
P102570,Sports,2516.91,1284.98,2193.13,15.5,16013.89,Winter,0,97,244140.27,119497.21
P102571,Groceries,319.61,241.18,299.83,15.3,18390.71,Winter,0,567,181218.87,44469.81
P102572,Sports,2861.0,1522.76,2693.62,35.1,3752.42,Winter,0,76,217436.0,101706.24
P102573,Home & Kitchen,3003.09,1708.65,3018.53,38.1,23099.19,Monsoon,1,198,594611.82,256299.12
P102574,Sports,335.51,174.17,365.11,6.8,39275.75,Winter,0,319,107027.69,51467.46
P102575,Fashion,2014.89,894.83,2307.39,27.4,32664.19,Monsoon,0,147,296188.83,164648.82
P102576,Fashion,2367.02,1124.43,2305.19,6.2,31444.17,Summer,1,116,274574.32,144140.44
P102577,Home & Kitchen,1153.23,682.16,1097.27,1.4,30492.91,Summer,0,275,317138.25,129544.25
P102578,Groceries,181.27,125.64,186.4,6.0,1615.17,Spring,0,548,99335.96,30485.24
P102579,Beauty,1459.66,521.85,1407.21,25.4,663.15,Spring,0,63,91958.58,59082.03
P102580,Home & Kitchen,1744.54,895.08,1848.94,29.1,8871.44,Spring,0,272,474514.88,231053.12
P102581,Home & Kitchen,865.77,483.98,859.17,20.3,45708.22,Spring,1,513,444140.01,195858.27
P102582,Fashion,1597.41,748.32,1779.57,38.1,42927.44,Winter,0,281,448872.21,238594.29
P102583,Beauty,1195.64,392.19,1198.59,30.6,29051.26,Spring,0,158,188911.12,126945.1
P102584,Home & Kitchen,1629.0,939.18,1487.68,6.5,19577.51,Winter,0,196,319284.0,135204.72
P102585,Beauty,888.14,295.48,760.71,8.3,48199.06,Summer,1,282,250455.48,167130.12
P102586,Home & Kitchen,3493.94,1844.33,3430.09,23.8,3766.32,Monsoon,1,124,433248.56,204551.64
P102587,Fashion,859.98,374.67,922.99,13.3,5307.44,Monsoon,0,259,222734.82,125695.29
P102588,Groceries,687.73,515.45,616.5,0.0,31240.18,Monsoon,0,302,207694.46,52028.56
P102589,Home & Kitchen,2397.11,1287.7,2561.53,1.0,27602.13,Monsoon,0,131,314021.41,145332.71
P102590,Electronics,3186.34,2183.7,3653.54,16.3,49074.32,Summer,0,304,968647.36,304802.56
P102591,Home & Kitchen,1506.83,899.07,1515.97,20.9,40225.78,Monsoon,0,255,384241.65,154978.8
P102592,Beauty,651.23,229.78,603.29,26.1,46941.84,Summer,0,355,231186.65,149614.75
P102593,Electronics,3612.91,2115.32,3317.08,30.5,36224.14,Summer,0,205,740646.55,307005.95
P102594,Fashion,673.47,323.08,636.31,38.8,46379.08,Monsoon,1,684,460653.48,239666.76
P102595,Electronics,3729.1,2196.26,3823.99,33.6,34496.78,Monsoon,0,184,686154.4,282042.56
P102596,Beauty,242.47,81.27,243.8,14.2,26521.04,Summer,0,537,130206.39,86564.4
P102597,Sports,2958.41,1512.28,2948.27,21.4,29211.69,Winter,1,144,426011.04,208242.72
P102598,Groceries,124.93,81.03,108.39,8.6,45109.84,Summer,0,776,96945.68,34066.4
P102599,Home & Kitchen,1376.28,732.12,1345.45,38.8,5680.91,Summer,0,311,428023.08,200333.76
P102600,Groceries,757.42,569.24,839.42,21.4,28486.39,Winter,0,473,358259.66,89009.14
P102601,Fashion,857.29,381.35,730.44,10.0,19917.03,Winter,0,300,257187.0,142782.0
P102602,Sports,2141.59,1001.16,2233.52,29.0,33316.17,Spring,0,156,334088.04,177907.08
P102603,Beauty,1422.39,470.45,1367.74,19.5,30387.57,Summer,0,96,136549.44,91386.24
P102604,Sports,1382.82,730.28,1528.03,39.9,20281.07,Monsoon,0,216,298689.12,140948.64
P102605,Sports,1671.69,797.7,1452.49,3.0,34620.87,Winter,0,143,239051.67,124980.57
P102606,Beauty,1010.4,373.49,991.21,13.4,27031.4,Spring,1,174,175809.6,110822.34
P102607,Fashion,822.96,361.78,871.91,37.7,9779.91,Winter,0,392,322600.32,180782.56
P102608,Beauty,858.99,307.62,863.32,18.4,32083.95,Summer,0,227,194990.73,125160.99
P102609,Sports,1476.41,775.83,1425.31,12.5,1820.61,Spring,0,142,209650.22,99482.36
P102610,Groceries,726.06,474.86,623.73,24.2,41237.83,Winter,0,451,327453.06,113291.2
P102611,Groceries,664.05,489.73,642.66,26.6,45371.06,Monsoon,0,478,317415.9,83324.96
P102612,Fashion,2206.35,1025.31,2514.36,3.7,4357.96,Spring,0,85,187539.75,100388.4
P102613,Beauty,1032.13,332.51,1133.25,10.4,13210.62,Winter,0,121,124887.73,84654.02
P102614,Electronics,3296.48,2253.53,3013.14,12.4,6777.45,Winter,0,161,530733.28,167914.95
P102615,Sports,969.1,471.21,974.89,9.8,38705.45,Spring,0,220,213202.0,109535.8
P102616,Groceries,195.35,137.68,190.25,15.3,4017.03,Summer,1,781,152568.35,45040.27
P102617,Electronics,4807.44,2912.64,4455.19,13.4,27284.95,Spring,0,80,384595.2,151584.0
P102618,Beauty,1348.39,503.92,1163.89,29.3,19716.49,Spring,1,116,156413.24,97958.52
P102619,Groceries,669.5,427.74,663.33,24.0,37667.97,Spring,0,508,340106.0,122814.08
P102620,Groceries,745.68,547.58,844.13,17.2,32137.0,Spring,0,418,311694.24,82805.8
P102621,Home & Kitchen,1141.14,598.6,1092.93,8.0,27437.3,Spring,0,259,295555.26,140517.86
P102622,Electronics,2993.08,1934.73,3290.69,16.8,25423.07,Summer,1,371,1110432.68,392647.85
P102623,Groceries,136.95,104.47,132.23,7.2,38863.56,Spring,0,658,90113.1,21371.84
P102624,Groceries,705.32,523.1,733.57,38.1,24122.18,Summer,1,644,454226.08,117349.68
P102625,Beauty,552.48,194.65,573.2,7.0,21280.43,Monsoon,0,259,143092.32,92677.97
P102626,Groceries,717.62,479.8,712.17,34.3,1753.21,Winter,0,335,240402.7,79669.7
P102627,Electronics,2339.15,1527.98,2434.66,24.6,13793.6,Spring,1,380,888877.0,308244.6
P102628,Beauty,850.02,312.46,869.93,32.4,18808.46,Monsoon,1,248,210804.96,133314.88
P102629,Electronics,4986.2,3561.07,5306.06,35.5,29148.46,Spring,1,139,693081.8,198093.07
P102630,Groceries,166.82,124.45,174.47,32.2,33823.57,Summer,0,931,155309.42,39446.47
P102631,Sports,2764.58,1366.97,3090.72,23.6,48153.46,Summer,1,232,641382.56,324245.52
P102632,Groceries,532.94,407.72,608.91,10.7,14196.35,Monsoon,0,440,234493.6,55096.8
P102633,Beauty,1254.16,443.16,1200.63,26.4,27448.55,Spring,1,154,193140.64,124894.0
P102634,Electronics,2659.23,1669.54,2545.41,0.2,37923.93,Monsoon,1,316,840316.68,312742.04
P102635,Electronics,4834.02,3018.85,5447.64,15.1,15870.85,Spring,0,96,464065.92,174256.32
P102636,Home & Kitchen,831.53,419.68,879.68,34.3,27652.12,Winter,0,517,429901.01,212926.45
P102637,Sports,512.98,276.76,537.27,23.2,21217.9,Spring,0,303,155432.94,71574.66
P102638,Electronics,4537.13,2933.63,4476.87,10.4,20163.83,Monsoon,1,113,512695.69,181195.5
P102639,Groceries,671.75,479.41,754.71,35.7,3602.74,Spring,1,560,376180.0,107710.4
P102640,Fashion,687.68,291.74,612.5,0.6,1699.7,Winter,0,211,145100.48,83543.34
P102641,Home & Kitchen,1008.25,566.23,1073.16,35.3,15120.7,Summer,1,495,499083.75,218799.9
P102642,Fashion,2437.17,1186.1,2740.7,30.4,45658.28,Winter,0,118,287586.06,147626.26
P102643,Home & Kitchen,1598.99,873.82,1660.99,5.9,10042.23,Summer,1,340,543656.6,246557.8
P102644,Home & Kitchen,1785.76,1072.38,1823.05,2.5,3618.54,Spring,0,140,250006.4,99873.2
P102645,Electronics,4332.67,2807.19,4108.73,38.0,31200.41,Monsoon,0,133,576245.11,202888.84
P102646,Beauty,1344.08,468.03,1447.44,2.7,47947.85,Spring,0,115,154569.2,100745.75
P102647,Sports,1580.59,737.7,1803.95,39.0,3329.79,Monsoon,0,174,275022.66,146662.86
P102648,Groceries,109.45,81.12,123.25,16.8,37400.11,Spring,0,995,108902.75,28188.35
P102649,Fashion,2035.39,836.57,1856.47,14.1,5870.74,Spring,1,109,221857.51,130671.38
P102650,Groceries,313.38,227.91,341.63,26.0,7198.99,Monsoon,0,576,180506.88,49230.72
P102651,Groceries,790.79,507.05,823.25,19.8,46836.12,Spring,0,452,357437.08,128250.48
P102652,Groceries,251.83,162.58,260.95,15.6,35209.89,Winter,0,779,196175.57,69525.75
P102653,Home & Kitchen,1646.68,922.46,1576.91,25.6,28185.36,Monsoon,1,338,556577.84,244786.36
P102654,Groceries,214.35,148.87,220.07,14.0,8650.23,Monsoon,0,582,124751.7,38109.36
P102655,Beauty,1110.15,404.96,1273.87,1.4,28173.21,Spring,0,122,135438.3,86033.18
P102656,Electronics,2398.59,1574.17,2172.78,33.0,3582.45,Monsoon,0,231,554074.29,190441.02
P102657,Fashion,1938.14,941.48,1962.28,20.6,20024.31,Winter,0,132,255834.48,131559.12
P102658,Sports,2623.29,1339.71,2531.05,27.5,35370.3,Monsoon,0,120,314794.8,154029.6
P102659,Electronics,2104.37,1471.33,1955.64,23.0,28632.16,Spring,0,345,726007.65,218398.8
P102660,Home & Kitchen,957.11,498.7,1027.85,24.6,33920.67,Winter,0,391,374230.01,179238.31
P102661,Sports,1396.89,739.65,1325.87,8.8,6234.17,Winter,0,117,163436.13,76897.08
P102662,Electronics,2512.51,1701.41,2730.12,37.4,38050.61,Monsoon,0,357,896966.07,289562.7
P102663,Home & Kitchen,1340.11,671.92,1491.85,17.9,47835.98,Monsoon,0,375,502541.25,250571.25
P102664,Fashion,1696.4,769.68,1723.17,36.8,45422.52,Monsoon,0,209,354547.6,193684.48
P102665,Beauty,943.82,328.58,990.08,32.3,4852.77,Winter,0,159,150067.38,97823.16
P102666,Fashion,494.28,229.94,452.87,28.8,5380.49,Monsoon,0,359,177446.52,94898.06
P102667,Groceries,789.77,531.02,720.74,18.4,25911.58,Monsoon,0,303,239300.31,78401.25
P102668,Electronics,3205.04,2234.07,3044.77,0.9,26441.02,Spring,0,183,586522.32,177687.51
P102669,Groceries,270.53,208.01,295.06,12.6,42927.75,Summer,0,882,238607.46,55142.64
P102670,Sports,1039.35,491.71,924.68,26.6,18759.45,Summer,0,232,241129.2,127052.48
P102671,Groceries,561.99,362.33,594.45,13.2,25966.62,Winter,0,506,284366.94,101027.96
P102672,Groceries,638.27,485.62,671.53,4.0,10583.03,Monsoon,0,342,218288.34,52206.3
P102673,Fashion,1909.32,937.76,1636.64,20.7,47356.42,Monsoon,0,153,292125.96,148648.68
P102674,Groceries,104.76,75.49,111.03,6.2,6485.7,Summer,0,556,58246.56,16274.12
P102675,Beauty,675.28,243.04,709.87,12.2,45251.62,Monsoon,0,305,205960.4,131833.2
P102676,Groceries,473.0,356.4,503.09,20.1,44588.86,Spring,1,925,437525.0,107855.0
P102677,Groceries,139.6,88.89,125.48,4.7,2998.78,Winter,0,525,73290.0,26622.75
P102678,Beauty,479.03,169.92,440.91,4.5,38883.16,Monsoon,0,300,143709.0,92733.0
P102679,Home & Kitchen,1832.48,1088.41,1626.92,8.4,17207.42,Monsoon,0,159,291364.32,118307.13
P102680,Electronics,4376.12,2779.94,4141.81,23.7,11622.91,Winter,1,131,573271.72,209099.58
P102681,Electronics,3178.17,2177.78,3070.75,37.3,20420.72,Winter,0,205,651524.85,205079.95
P102682,Home & Kitchen,752.35,434.19,847.26,9.6,46234.67,Summer,0,453,340814.55,144126.48
P102683,Sports,1391.36,681.87,1336.62,28.8,20245.78,Winter,1,276,384015.36,195819.24
P102684,Beauty,1019.19,372.15,1133.19,7.6,12513.89,Summer,0,144,146763.36,93173.76
P102685,Home & Kitchen,650.53,364.79,598.31,25.4,26467.39,Winter,0,394,256308.82,112581.56
P102686,Fashion,1203.44,591.47,1085.64,5.5,20776.3,Spring,0,184,221432.96,112602.48
P102687,Beauty,1113.88,411.98,984.35,33.8,1441.12,Monsoon,0,107,119185.16,75103.3
P102688,Beauty,801.92,292.31,869.62,29.7,9721.66,Summer,1,323,259020.16,164604.03
P102689,Groceries,723.79,488.47,809.09,27.2,1352.95,Spring,0,341,246812.39,80244.12
P102690,Sports,2840.85,1365.64,2709.77,0.6,26348.61,Winter,0,90,255676.5,132768.9
P102691,Beauty,1427.17,541.67,1595.83,33.5,32245.69,Monsoon,0,100,142717.0,88550.0
P102692,Groceries,238.36,158.83,216.78,6.0,36057.42,Monsoon,1,747,178054.92,59408.91
P102693,Home & Kitchen,2881.85,1569.68,2565.81,21.3,10791.18,Spring,0,150,432277.5,196825.5
P102694,Groceries,665.53,506.03,692.13,31.1,40348.2,Winter,0,544,362048.32,86768.0
P102695,Home & Kitchen,1099.35,549.17,1154.4,25.3,20846.3,Monsoon,1,474,521091.9,260785.32
P102696,Electronics,2093.84,1486.51,1985.27,32.8,2934.47,Spring,0,288,603025.92,174911.04
P102697,Home & Kitchen,1409.65,787.3,1383.5,28.4,46421.04,Spring,1,464,654077.6,288770.4
P102698,Electronics,2215.04,1318.48,2230.04,30.2,34825.47,Winter,0,341,755328.64,305726.96
P102699,Electronics,3381.64,2169.54,3866.55,12.0,28346.45,Spring,0,185,625603.4,224238.5
P102700,Groceries,108.45,83.38,108.44,15.2,2490.56,Summer,1,869,94243.05,21785.83
P102701,Sports,1960.97,1030.39,1931.47,20.1,1191.79,Summer,1,197,386311.09,183324.26
P102702,Fashion,659.6,317.75,637.93,23.4,28459.33,Winter,0,438,288904.8,149730.3
P102703,Groceries,372.75,273.33,340.91,27.7,43999.96,Winter,0,771,287390.25,76652.82
P102704,Electronics,2086.2,1382.16,2366.63,22.2,32549.3,Summer,1,581,1212082.2,409047.24
P102705,Fashion,2147.2,1017.22,1946.99,28.4,774.3,Winter,0,89,191100.8,100568.22
P102706,Sports,702.91,359.48,741.14,6.0,32081.97,Monsoon,0,246,172915.86,84483.78
P102707,Fashion,1100.24,501.95,1156.68,15.8,17756.12,Monsoon,0,255,280561.2,152563.95
P102708,Sports,2360.61,1176.12,2033.51,36.5,6540.53,Summer,1,153,361173.33,181226.97
P102709,Groceries,715.41,506.53,803.55,8.7,40672.03,Monsoon,0,407,291171.87,85014.16
P102710,Electronics,4267.16,2821.2,4822.72,5.7,29034.34,Monsoon,1,156,665676.96,225569.76
P102711,Electronics,2735.03,1782.42,2819.67,29.8,36349.35,Winter,0,322,880679.66,306740.42
P102712,Groceries,754.93,490.89,730.52,7.8,8670.76,Summer,1,465,351042.45,122778.6
P102713,Beauty,362.11,137.88,386.23,18.3,6248.26,Spring,0,319,115513.09,71529.37
P102714,Beauty,849.2,273.95,802.03,28.5,25968.24,Winter,0,250,212300.0,143812.5
P102715,Home & Kitchen,800.69,407.38,915.96,19.4,26629.52,Spring,0,371,297055.99,145918.01
P102716,Home & Kitchen,1053.71,609.42,1026.66,36.1,29311.66,Spring,0,353,371959.63,156834.37
P102717,Sports,348.9,186.8,396.62,35.1,37339.57,Summer,0,484,168867.6,78456.4
P102718,Beauty,1058.92,378.8,1067.21,20.1,33348.08,Summer,0,181,191664.52,123101.72
P102719,Electronics,3461.74,2395.22,3965.3,38.4,33974.68,Winter,0,273,945055.02,291159.96
P102720,Beauty,1422.44,506.06,1578.67,11.7,9162.41,Monsoon,0,78,110950.32,71477.64
P102721,Sports,810.27,389.8,727.26,9.4,21196.34,Winter,0,210,170156.7,88298.7
P102722,Electronics,4377.06,2680.32,4200.79,26.8,30198.89,Spring,0,119,520870.14,201912.06
P102723,Home & Kitchen,3009.57,1785.1,3148.74,22.9,26172.88,Summer,0,159,478521.63,194690.73
P102724,Sports,1949.17,917.63,2240.34,10.0,15559.62,Spring,0,130,253392.1,134100.2
P102725,Beauty,504.32,160.52,439.88,14.8,47241.36,Spring,0,335,168947.2,115173.0
P102726,Electronics,3657.36,2598.66,3326.99,9.3,7439.52,Summer,0,122,446197.92,129161.4
P102727,Electronics,4648.74,3208.24,5214.22,9.5,48744.34,Monsoon,1,166,771690.84,239123.0
P102728,Beauty,480.04,164.12,443.72,14.7,39212.07,Winter,1,542,260181.68,171228.64
P102729,Home & Kitchen,3272.1,1952.52,2927.29,37.0,30010.82,Winter,0,168,549712.8,221689.44
P102730,Groceries,689.58,501.33,755.57,33.4,6809.85,Monsoon,0,362,249627.96,68146.5
P102731,Beauty,803.4,267.99,733.91,20.5,28413.42,Summer,0,212,170320.8,113506.92
P102732,Groceries,723.86,522.56,702.57,19.1,4853.0,Summer,1,391,283029.26,78708.3
P102733,Fashion,1665.07,708.18,1659.1,1.3,46630.42,Winter,0,177,294717.39,169369.53
P102734,Home & Kitchen,1736.33,870.38,1694.38,18.5,14637.47,Spring,1,272,472281.76,235538.4
P102735,Electronics,4541.02,2829.48,4975.3,25.0,20276.02,Summer,1,142,644824.84,243038.68
P102736,Beauty,1099.2,378.56,1143.93,31.1,32020.31,Summer,0,161,176971.2,116023.04
P102737,Fashion,728.59,323.95,696.7,14.2,1427.9,Summer,0,285,207648.15,115322.4
P102738,Home & Kitchen,1138.07,617.39,1200.02,36.8,27325.99,Summer,0,466,530340.62,242636.88
P102739,Home & Kitchen,2585.07,1451.2,2291.08,33.6,35884.5,Monsoon,0,206,532524.42,233577.22
P102740,Fashion,668.61,305.61,615.03,3.3,10759.6,Spring,0,282,188548.02,102366.0
P102741,Electronics,2519.81,1484.77,2435.94,36.1,8123.52,Monsoon,0,260,655150.6,269110.4
P102742,Beauty,574.09,211.85,506.57,8.9,24638.7,Winter,0,263,150985.67,95269.12
P102743,Groceries,358.22,273.57,404.11,36.9,27059.64,Spring,1,969,347115.18,82025.85
P102744,Fashion,1337.71,571.08,1402.83,25.2,22233.23,Summer,0,266,355830.86,203923.58
P102745,Home & Kitchen,1111.92,605.59,1136.91,16.5,15132.55,Winter,0,292,324680.64,147848.36
P102746,Fashion,490.29,225.16,547.93,17.5,20786.66,Winter,1,696,341241.84,184530.48
P102747,Sports,526.26,278.09,494.65,22.5,15958.5,Spring,0,279,146826.54,69239.43
P102748,Home & Kitchen,2543.09,1443.56,2890.21,33.8,12858.24,Summer,0,192,488273.28,211109.76
P102749,Groceries,595.08,392.23,511.07,33.5,23869.67,Winter,0,470,279687.6,95339.5
P102750,Fashion,1690.35,770.22,1766.81,16.6,20084.39,Spring,0,154,260313.9,141700.02
P102751,Electronics,2067.37,1403.18,1906.34,34.0,22051.87,Summer,0,324,669827.88,215197.56
P102752,Beauty,836.7,280.53,778.78,18.9,511.44,Spring,1,213,178217.1,118464.21
P102753,Beauty,322.57,122.49,356.37,16.7,34788.82,Spring,0,540,174187.8,108043.2
P102754,Groceries,279.27,204.42,312.42,9.7,2820.28,Winter,0,551,153877.77,41242.35
P102755,Groceries,732.26,485.54,827.72,33.1,10731.74,Monsoon,1,557,407868.82,137423.04
P102756,Groceries,138.27,106.16,152.62,24.8,40270.86,Monsoon,0,860,118912.2,27614.6
P102757,Beauty,1406.49,529.68,1456.45,17.2,49215.5,Winter,1,157,220818.93,137659.17
P102758,Home & Kitchen,2557.35,1408.93,2402.26,26.5,49578.15,Summer,0,256,654681.6,293995.52
P102759,Home & Kitchen,2899.55,1469.81,2988.33,34.4,29815.4,Summer,0,186,539316.3,265931.64
P102760,Electronics,4592.77,2702.55,4413.52,7.9,13341.02,Winter,0,85,390385.45,160668.7
P102761,Home & Kitchen,1263.0,646.52,1311.7,15.7,41824.27,Monsoon,0,322,406686.0,198506.56
P102762,Home & Kitchen,1461.96,826.78,1609.16,15.2,32691.14,Summer,1,503,735365.88,319495.54
P102763,Electronics,3967.3,2571.85,3886.78,3.0,49316.61,Spring,0,148,587160.4,206526.6
P102764,Fashion,565.47,265.55,550.02,13.4,27680.55,Spring,0,415,234670.05,124466.8
P102765,Beauty,415.36,149.24,418.98,30.5,26545.48,Monsoon,0,383,159082.88,101923.96
P102766,Home & Kitchen,1255.59,732.1,1124.57,10.1,2667.86,Winter,0,166,208427.94,86899.34
P102767,Groceries,547.78,417.39,559.56,32.4,10122.91,Winter,0,495,271151.1,64543.05
P102768,Home & Kitchen,2417.84,1201.1,2573.78,38.2,33512.62,Winter,0,256,618967.04,311485.44
P102769,Groceries,333.51,226.6,382.24,9.0,49691.74,Summer,0,807,269142.57,86276.37
P102770,Beauty,491.82,188.89,432.78,16.4,24043.48,Spring,1,408,200662.56,123595.44
P102771,Electronics,4756.83,3142.68,5234.51,5.3,1940.19,Winter,0,77,366275.91,124289.55
P102772,Fashion,1497.73,691.62,1285.61,27.7,20276.99,Monsoon,0,160,239636.8,128977.6
P102773,Sports,392.49,189.39,357.66,19.3,6752.45,Winter,0,276,108327.24,56055.6
P102774,Beauty,722.59,228.35,648.81,23.5,48006.12,Summer,1,424,306378.16,209557.76
P102775,Fashion,1157.15,558.7,1257.91,31.1,7494.95,Monsoon,0,219,253415.85,131060.55
P102776,Beauty,336.93,114.41,297.59,31.0,6334.15,Spring,0,352,118599.36,78327.04
P102777,Groceries,338.32,233.28,320.9,20.6,23159.28,Spring,0,642,217201.44,67435.68
P102778,Home & Kitchen,3428.07,1825.75,3482.93,35.3,27324.71,Monsoon,0,134,459361.38,214710.88
P102779,Electronics,2249.56,1602.21,2174.93,37.3,36006.32,Winter,0,394,886326.64,255055.9
P102780,Fashion,1079.67,478.04,1087.67,25.2,18715.09,Summer,0,285,307705.95,171464.55
P102781,Groceries,594.82,416.79,628.42,1.5,44900.87,Spring,1,602,358081.64,107174.06
P102782,Sports,1985.45,974.04,2119.65,31.0,30130.82,Winter,0,202,401060.9,204304.82
P102783,Groceries,224.11,146.1,228.73,35.7,2840.06,Monsoon,1,864,193631.04,67400.64
P102784,Groceries,367.56,246.95,331.07,22.3,2191.23,Monsoon,0,425,156213.0,51259.25
P102785,Electronics,4960.81,3104.55,4932.64,28.0,23704.24,Spring,0,96,476237.76,178200.96
P102786,Fashion,2015.24,920.75,1752.52,14.2,22251.68,Winter,0,110,221676.4,120393.9
P102787,Electronics,4953.36,3360.28,4484.03,20.1,22892.45,Winter,0,79,391315.44,125853.32
P102788,Electronics,2804.41,1988.51,2999.68,31.9,3330.92,Winter,1,361,1012392.01,294539.9
P102789,Groceries,136.47,98.88,139.94,35.0,3136.99,Summer,0,880,120093.6,33079.2
P102790,Groceries,780.63,537.85,756.21,4.6,3507.99,Monsoon,1,328,256046.64,79631.84
P102791,Electronics,2176.08,1403.96,2258.95,0.7,36829.46,Winter,0,340,739867.2,262520.8
P102792,Sports,2965.62,1498.25,2707.2,14.9,30272.14,Monsoon,0,87,258008.94,127661.19
P102793,Beauty,1440.02,478.63,1307.46,15.6,7254.98,Winter,0,62,89281.24,59606.18
P102794,Electronics,3116.15,1871.86,2786.59,30.9,21834.05,Monsoon,0,182,567139.3,226460.78
